"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
99,106,1.25765867919568,0.443813088991386,0.543274838778337,0.628618279341271,0.937944121861609,1.2042032561114,1.52016374836921,2.0661979641248,2.26702066528185,2020-06-28
106,113,1.13676515826925,0.379896263872606,0.51895166850625,0.594054597916123,0.861962355413981,1.09298208452442,1.36575414040566,1.82504791244168,1.98595001069143,2020-07-05
113,120,1.48424827430029,0.375336758002858,0.848481986956617,0.926858127964869,1.21600600865378,1.45138275842378,1.71732373903936,2.15192304234445,2.30672974564282,2020-07-12
120,127,0.853460088579065,0.23679150332431,0.453495096946792,0.505969744501366,0.684220602586262,0.832072726084651,0.998930852345643,1.27877640784455,1.37970420662209,2020-07-19
127,134,0.902780278939648,0.303050861325862,0.410689431289136,0.46937071669767,0.685151416457598,0.867797792542325,1.0846624010803,1.45137344949476,1.58736003666193,2020-07-26
134,141,1.09180832871258,0.363655960268897,0.499547157246415,0.574545973841712,0.829736729546074,1.05147492984549,1.31012567230578,1.75156268094902,1.91217362014203,2020-08-02
141,148,1.09537177603298,0.364479089360575,0.499932929793068,0.569984802244542,0.832520440542594,1.05663031694628,1.31327798496842,1.75544297625047,1.91579403361037,2020-08-09
148,155,0.468676705738688,0.274024507201935,0.0963745032274848,0.125891700262398,0.265967622439993,0.414829086359511,0.614393765797079,0.9928237145294,1.13765555931289,2020-08-16
155,162,1.26247218516931,1.40692606989173,0.0292167361639733,0.0568335867865608,0.325980017657228,0.809545784845527,1.68178949619223,4.01294677275501,5.1288134396001,2020-08-23
162,169,10.5291780628036,5.99547093893455,2.52046465352927,3.19053751659001,6.20285001183207,9.31518952976748,13.5409427501281,21.8877380716798,25.3741502692094,2020-08-30
169,176,0.993710831398094,0.45434506620665,0.317302927351817,0.388691932685995,0.662889857692854,0.922186456214665,1.2484928309615,1.84061743941625,2.07283117055733,2020-09-06
176,183,2.02388454642939,0.83783603395362,0.733608073980558,0.868898326476246,1.41763562711335,1.9053551621619,2.50485115348197,3.57141024180028,3.9645754887296,2020-09-13
183,190,0.870084845922672,0.357471340026021,0.321449560599419,0.378254218819833,0.610059042181792,0.820838681102455,1.07559749141385,1.5293711592806,1.69666206127888,2020-09-20
190,197,1.52171946336128,0.701209486397608,0.479117692404553,0.585337314671455,1.01387811810223,1.41188294534808,1.91039606241549,2.82102127181798,3.17380016485667,2020-09-27
197,204,1.3934087351556,0.475241665955772,0.629058821529778,0.718545905706579,1.05219059375283,1.33656708575194,1.67359139138055,2.25539488467871,2.47409112648577,2020-10-04
204,211,0.752272555826696,0.305518002804236,0.275709597527059,0.327292377882795,0.530405781452444,0.710136985988474,0.931575484280331,1.31769414259179,1.45996503051159,2020-10-11
211,218,1.0791225034546,0.6523230723914,0.218465456571559,0.284689519207062,0.602562237992201,0.951021768911524,1.41147913292502,2.3190899512872,2.69346653486855,2020-10-18
218,225,1.91750953507807,0.669177663168117,0.854518287404847,0.973103567870868,1.43166971851972,1.83828019056486,2.31243798449708,3.14032521876032,3.43570195509961,2020-10-25
225,232,1.11551928323817,0.371618404589461,0.51261843770547,0.585243212188755,0.847600462262438,1.07409732891184,1.33719265696541,1.79185688544823,1.95681084011037,2020-11-01
232,239,0.859250574527687,0.325793131197184,0.343020419591808,0.400249939507048,0.623576426995825,0.818759925869838,1.0509022263867,1.45487577093722,1.60027262781365,2020-11-08
239,246,1.17512497219703,0.53507546980196,0.376945490188031,0.457042852609095,0.787958400919168,1.09529918937358,1.47083715208243,2.16627180919622,2.42875026126146,2020-11-15
246,253,1.38030660685363,0.467424521260515,0.621899633110419,0.710628925109978,1.04480860216786,1.33072095992111,1.65789000462017,2.22130177866648,2.44471239455728,2020-11-22
253,260,0.86110613703146,0.324622381788342,0.349239959669245,0.405016919952951,0.626438639305385,0.822046469509782,1.05161295352469,1.4483219750392,1.60705122007004,2020-11-29
260,267,0.273557494467575,0.278141802724708,0.0068593359019782,0.0135674168922177,0.0765412320694332,0.186804891996395,0.37884714234526,0.831006033479979,1.02590141463281,2020-12-06
267,274,3.3817496536926,1.3899995244639,1.29428901902922,1.51145295905278,2.37827238604022,3.17312771502944,4.15798143203461,5.9677356898192,6.69831902103121,2020-12-13
274,281,1.19972158404962,0.40436411928873,0.54727086149504,0.625093367221701,0.906925205937193,1.15356985945784,1.44193180474511,1.93478298976298,2.11657063064736,2020-12-20
281,288,1.3384692528352,0.406032253078493,0.668495704090429,0.7483423269933,1.04682388688397,1.29717966191367,1.58376400230873,2.063070178737,2.24230180026459,2020-12-27
288,295,1.34788243714577,0.331467978868285,0.778694882460804,0.854140946006441,1.11207166486692,1.3203019898185,1.55439119100093,1.93968001307426,2.07557862045524,2021-01-03
295,302,0.836879100955554,0.232546197071095,0.443276272720608,0.494721655978764,0.670870399139392,0.81601862915393,0.978405090177226,1.25264944812262,1.34908681808098,2021-01-10
302,309,1.50342228681618,0.355225960138938,0.884604349237032,0.96832933706492,1.25129448565049,1.47666027241841,1.72441606560044,2.12779889775589,2.26924002111262,2021-01-17
309,316,1.03067079270284,0.226780156305624,0.635676323604601,0.68745670955137,0.870241177941131,1.01407711929355,1.17292550993416,1.42900469977437,1.52247952620124,2021-01-24
316,323,0.683135118702006,0.208683399575831,0.337149790552813,0.379987284169325,0.533532821196967,0.662107094723119,0.809636303054041,1.06103818095264,1.15332742819705,2021-01-31
323,330,1.0105939269283,0.338019640619279,0.459968741233969,0.526959654837848,0.76700542515058,0.973496052647253,1.21551792930329,1.62201196628818,1.7735795579028,2021-02-07
330,337,1.49942784746169,0.390661450004655,0.836146302335965,0.918773750376661,1.21875498782727,1.46607860668139,1.74304882472199,2.19631363292379,2.35277992532682,2021-02-14
337,344,1.44658241537481,0.300587224142514,0.922985425621449,0.992328654069863,1.2327033828146,1.42485681956793,1.63853248681221,1.96853239346288,2.08989869243651,2021-02-21
344,351,1.33211721091225,0.221596890213511,0.93432043881445,0.991207673063947,1.17709052413362,1.31942768267115,1.47422224600707,1.71611607867849,1.80229821613063,2021-02-28
351,358,1.28475403986786,0.177837798036799,0.961544555156783,1.00733268184436,1.15985057177013,1.27692181710117,1.40003724886022,1.59247557170129,1.65574550743732,2021-03-07
358,365,1.22550108569548,0.144867065767078,0.957312569180502,0.997220288217055,1.12554658816392,1.21987756750648,1.3200861892715,1.47125263681782,1.52243763027739,2021-03-14
365,372,1.05539726200511,0.117863534431367,0.837345526741081,0.871337026145975,0.973942473874937,1.05016721958109,1.13236012992007,1.25731347384675,1.30042816443357,2021-03-21
372,379,0.853423167465359,0.105938155498284,0.659940368841556,0.686817780755799,0.780346014063805,0.848362684095113,0.921789210878148,1.03528559211429,1.07482109659755,2021-03-28
379,386,0.863121193318584,0.125594075564123,0.634813206457194,0.667026408354316,0.775624102183038,0.85662321159628,0.944466047484198,1.079632251101,1.12793496219215,2021-04-04
386,393,0.897998643525439,0.138720675294703,0.64622209035101,0.681887989480795,0.800198653933052,0.891199913126287,0.987717436247779,1.13687967723899,1.18670086261419,2021-04-11
