"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-03-29,3,NA,3,NA,NA,NA
2020-04-05,2,NA,2,NA,NA,NA
2020-04-12,1,NA,1,NA,NA,NA
2020-04-19,3,NA,3,NA,NA,NA
2020-05-03,2,NA,2,NA,NA,NA
2020-05-24,3,NA,3,NA,NA,NA
2020-05-31,1,NA,1,NA,NA,NA
2020-06-07,1,NA,1,NA,NA,NA
2020-06-14,1,NA,1,NA,NA,NA
2020-07-05,4,NA,4,NA,NA,NA
2020-07-12,4,NA,4,NA,NA,NA
2020-07-19,5,NA,5,NA,NA,NA
2020-07-26,1,NA,1,NA,NA,NA
2020-08-02,2,NA,2,NA,NA,NA
2020-08-09,2,NA,2,NA,NA,NA
2020-08-16,6,NA,6,NA,NA,NA
2020-08-23,3,NA,3,NA,NA,NA
2020-08-30,6,NA,6,NA,NA,NA
2020-09-06,5,NA,5,NA,NA,NA
2020-09-13,5,NA,5,NA,NA,NA
2020-09-20,2,NA,2,NA,NA,NA
2020-09-27,4,NA,4,NA,NA,NA
2020-10-04,3,NA,3,NA,NA,NA
2020-10-11,2,NA,2,NA,NA,NA
2020-10-18,1,NA,1,NA,NA,NA
2020-10-25,3,NA,3,NA,NA,NA
2020-11-01,4,NA,4,NA,NA,NA
2020-11-08,1,NA,1,NA,NA,NA
2020-11-22,1,NA,1,NA,NA,NA
2020-11-29,5,NA,5,NA,NA,NA
2020-12-06,14,NA,14,NA,NA,NA
2020-12-13,8,NA,8,NA,NA,NA
2020-12-20,14,NA,14,NA,NA,NA
2020-12-27,5,NA,5,NA,NA,NA
2021-01-03,9,NA,9,NA,NA,NA
2021-01-10,5,NA,5,NA,NA,NA
2021-01-17,9,NA,9,NA,NA,NA
2021-01-24,12,NA,12,NA,NA,NA
2021-01-31,5,NA,5,NA,NA,NA
2021-02-07,6,NA,6,NA,NA,NA
2021-02-14,13,NA,13,NA,NA,NA
2021-02-21,9,NA,9,NA,NA,NA
2021-02-28,17,NA,17,NA,NA,NA
2021-03-07,25,NA,25,NA,NA,NA
2021-03-14,32,NA,32,NA,NA,NA
2021-03-21,25,NA,25,NA,NA,NA
2021-03-28,24,NA,24,NA,NA,NA
2021-04-04,9,NA,9,NA,NA,NA
2021-04-11,22,NA,22,NA,NA,NA
2021-04-18,17,NA,17,NA,NA,NA
2021-04-25,28,NA,28,NA,NA,NA
2021-05-02,23,NA,23,NA,NA,NA
2021-05-09,24,NA,24,NA,NA,NA
2021-05-16,25,NA,25,NA,NA,NA
2021-05-23,26,NA,26,NA,NA,NA
2021-05-30,35,NA,35,NA,NA,NA
2021-06-06,24,NA,24,NA,NA,NA
2021-06-13,21,NA,21,NA,NA,NA
2021-06-20,21,NA,21,NA,NA,NA
2021-06-27,12,NA,12,NA,NA,NA
2021-07-04,9,NA,9,NA,NA,NA
2021-07-11,6,NA,6,NA,NA,NA
2021-07-18,NA,13,13,NA,13,15
2021-07-25,NA,6,6,NA,6,9
2021-08-01,NA,5,5,NA,4,8
2021-08-08,NA,11,11,NA,10,16
2021-08-15,NA,11,11,NA,9,15
2021-08-22,NA,8,8,NA,6,12
2021-08-29,NA,6,6,NA,3,11
2021-09-05,NA,8,8,NA,3,15
2021-09-12,NA,7,7,NA,2,17
