"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-04-12,1,NA,1,NA,NA,NA
2020-04-19,3,NA,3,NA,NA,NA
2020-04-26,1,NA,1,NA,NA,NA
2020-05-03,3,NA,3,NA,NA,NA
2020-05-17,1,NA,1,NA,NA,NA
2020-05-24,1,NA,1,NA,NA,NA
2020-05-31,1,NA,1,NA,NA,NA
2020-06-07,1,NA,1,NA,NA,NA
2020-06-14,2,NA,2,NA,NA,NA
2020-06-28,1,NA,1,NA,NA,NA
2020-07-05,2,NA,2,NA,NA,NA
2020-07-12,1,NA,1,NA,NA,NA
2020-07-19,2,NA,2,NA,NA,NA
2020-07-26,2,NA,2,NA,NA,NA
2020-08-02,8,NA,8,NA,NA,NA
2020-08-09,4,NA,4,NA,NA,NA
2020-08-16,3,NA,3,NA,NA,NA
2020-08-23,4,NA,4,NA,NA,NA
2020-08-30,6,NA,6,NA,NA,NA
2020-09-06,1,NA,1,NA,NA,NA
2020-09-13,4,NA,4,NA,NA,NA
2020-09-20,5,NA,5,NA,NA,NA
2020-09-27,1,NA,1,NA,NA,NA
2020-10-04,2,NA,2,NA,NA,NA
2020-10-11,1,NA,1,NA,NA,NA
2020-10-18,3,NA,3,NA,NA,NA
2020-11-01,1,NA,1,NA,NA,NA
2020-11-08,2,NA,2,NA,NA,NA
2020-11-15,1,NA,1,NA,NA,NA
2020-11-22,1,NA,1,NA,NA,NA
2020-12-13,3,NA,3,NA,NA,NA
2020-12-20,3,NA,3,NA,NA,NA
2020-12-27,2,NA,2,NA,NA,NA
2021-01-03,4,NA,4,NA,NA,NA
2021-01-10,8,NA,8,NA,NA,NA
2021-01-17,6,NA,6,NA,NA,NA
2021-01-24,5,NA,5,NA,NA,NA
2021-01-31,3,NA,3,NA,NA,NA
2021-02-14,3,NA,3,NA,NA,NA
2021-02-21,1,NA,1,NA,NA,NA
2021-02-28,4,NA,4,NA,NA,NA
2021-03-14,6,NA,6,NA,NA,NA
2021-03-21,7,NA,7,NA,NA,NA
2021-03-28,10,NA,10,NA,NA,NA
2021-04-04,13,NA,13,NA,NA,NA
2021-04-11,14,NA,14,NA,NA,NA
2021-04-18,5,NA,5,NA,NA,NA
2021-04-25,9,NA,9,NA,NA,NA
2021-05-02,7,NA,7,NA,NA,NA
2021-05-09,4,NA,4,NA,NA,NA
2021-05-16,2,NA,2,NA,NA,NA
2021-05-23,6,NA,6,NA,NA,NA
2021-05-30,4,NA,4,NA,NA,NA
2021-06-06,6,NA,6,NA,NA,NA
2021-06-13,4,NA,4,NA,NA,NA
2021-06-20,NA,7,7,NA,7,8
2021-06-27,NA,3,3,NA,3,5
2021-07-04,NA,3,3,NA,3,4
2021-07-11,NA,6,6,NA,6,8
2021-07-18,NA,2,2,NA,2,4
2021-07-25,NA,1,1,NA,1,3
2021-08-01,NA,4,4,NA,4,6
2021-08-08,NA,0,0,NA,0,3
2021-08-15,NA,3,3,NA,2,7
