"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-06-27,2
7,7,9,2021-07-04,7
2,2,4,2021-07-11,2
3,3,5,2021-07-18,3
5,5,7,2021-07-25,5
3,3,5,2021-08-01,3
4,4,6,2021-08-08,4
1,1,3,2021-08-15,1
2,1,5,2021-08-22,1
3,0,7,2021-08-29,NA
