"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-06-27,2
1,1,1,2021-07-04,1
2,2,2,2021-07-11,2
1,1,2,2021-07-18,1
3,3,4,2021-07-25,3
2,2,3,2021-08-01,2
2,2,3,2021-08-08,2
1,1,2,2021-08-15,1
2,2,3,2021-08-22,2
1,1,3,2021-08-29,1
