"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-06-27,2
1,1,2,2021-07-04,1
3,3,5,2021-07-11,3
1,1,3,2021-07-18,1
4,4,6,2021-07-25,4
2,2,4,2021-08-01,2
2,2,4,2021-08-08,2
1,1,3,2021-08-15,1
2,2,4,2021-08-22,2
2,2,4,2021-08-29,2
