"estimate","lower","upper","onset_date","n.reported"
1,1,1,2021-08-22,1
3,3,4,2021-08-29,3
1,1,3,2021-09-05,1
0,0,2,2021-09-12,NA
1,1,3,2021-09-19,1
1,1,3,2021-09-26,1
0,0,2,2021-10-03,NA
1,1,3,2021-10-10,1
0,0,3,2021-10-17,NA
2,1,6,2021-10-24,1
