"dt_evoluca","n.casos"
2020-07-26,1
2020-08-16,1
2020-08-23,1
2020-08-30,2
2020-09-06,1
2020-09-13,2
2020-09-20,1
2020-09-27,1
2020-10-11,3
2020-10-18,1
2020-10-25,2
2020-11-01,1
2020-12-20,1
2021-01-03,1
2021-01-10,1
2021-01-17,5
2021-01-31,3
2021-02-07,2
2021-02-14,5
2021-02-21,1
2021-02-28,3
2021-03-07,1
2021-03-14,1
2021-03-21,1
2021-03-28,3
2021-04-04,3
2021-04-11,5
2021-04-18,8
2021-04-25,2
2021-05-02,4
2021-05-09,3
2021-05-16,3
2021-05-23,5
2021-06-06,3
2021-06-13,2
2021-06-20,1
2021-06-27,2
2021-07-04,1
2021-07-11,2
2021-07-18,1
2021-07-25,3
2021-08-01,2
2021-08-08,2
2021-08-15,1
2021-08-22,2
2021-08-29,1
