"estimate","lower","upper","onset_date","n.reported"
12,12,12,2021-07-25,12
9,9,10,2021-08-01,9
6,6,7,2021-08-08,6
6,6,7,2021-08-15,6
9,9,11,2021-08-22,9
6,6,7,2021-08-29,6
1,1,3,2021-09-05,1
4,4,7,2021-09-12,4
3,1,7,2021-09-19,1
5,1,13,2021-09-26,1
