"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-08-01,2
7,7,10,2021-08-08,7
4,4,6,2021-08-15,4
3,3,5,2021-08-22,3
4,4,6,2021-08-29,4
2,2,3,2021-09-05,2
0,0,1,2021-09-12,NA
1,1,3,2021-09-19,1
1,1,3,2021-09-26,1
0,0,3,2021-10-03,NA
