"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-07-11,9
10,10,12,2021-07-18,10
12,12,14,2021-07-25,12
9,9,12,2021-08-01,9
6,6,9,2021-08-08,6
6,6,9,2021-08-15,6
8,8,11,2021-08-22,8
6,5,9,2021-08-29,5
3,0,9,2021-09-05,NA
8,2,15,2021-09-12,1
