"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-05-17,1,NA,1,NA,NA,NA
2020-05-31,1,NA,1,NA,NA,NA
2020-06-07,1,NA,1,NA,NA,NA
2020-06-28,1,NA,1,NA,NA,NA
2020-07-05,5,NA,5,NA,NA,NA
2020-07-12,2,NA,2,NA,NA,NA
2020-07-19,6,NA,6,NA,NA,NA
2020-07-26,1,NA,1,NA,NA,NA
2020-08-02,4,NA,4,NA,NA,NA
2020-08-09,4,NA,4,NA,NA,NA
2020-08-16,8,NA,8,NA,NA,NA
2020-08-23,9,NA,9,NA,NA,NA
2020-08-30,2,NA,2,NA,NA,NA
2020-09-06,3,NA,3,NA,NA,NA
2020-09-13,2,NA,2,NA,NA,NA
2020-09-20,2,NA,2,NA,NA,NA
2020-10-04,1,NA,1,NA,NA,NA
2020-10-11,2,NA,2,NA,NA,NA
2020-10-18,1,NA,1,NA,NA,NA
2020-11-22,1,NA,1,NA,NA,NA
2020-11-29,1,NA,1,NA,NA,NA
2020-12-06,1,NA,1,NA,NA,NA
2020-12-13,1,NA,1,NA,NA,NA
2020-12-20,3,NA,3,NA,NA,NA
2020-12-27,3,NA,3,NA,NA,NA
2021-01-03,2,NA,2,NA,NA,NA
2021-01-10,3,NA,3,NA,NA,NA
2021-01-17,3,NA,3,NA,NA,NA
2021-01-24,7,NA,7,NA,NA,NA
2021-01-31,16,NA,16,NA,NA,NA
2021-02-07,11,NA,11,NA,NA,NA
2021-02-14,7,NA,7,NA,NA,NA
2021-02-21,3,NA,3,NA,NA,NA
2021-02-28,2,NA,2,NA,NA,NA
2021-03-07,2,NA,2,NA,NA,NA
2021-03-14,4,NA,4,NA,NA,NA
2021-03-21,12,NA,12,NA,NA,NA
2021-03-28,4,NA,4,NA,NA,NA
2021-04-04,5,NA,5,NA,NA,NA
2021-04-11,4,NA,4,NA,NA,NA
2021-04-18,6,NA,6,NA,NA,NA
2021-04-25,8,NA,8,NA,NA,NA
2021-05-02,7,NA,7,NA,NA,NA
2021-05-09,22,NA,22,NA,NA,NA
2021-05-16,14,NA,14,NA,NA,NA
2021-05-23,10,NA,10,NA,NA,NA
2021-05-30,8,NA,8,NA,NA,NA
2021-06-06,7,NA,7,NA,NA,NA
2021-06-13,11,NA,11,NA,NA,NA
2021-06-20,10,NA,10,NA,NA,NA
2021-06-27,8,NA,8,NA,NA,NA
2021-07-04,7,NA,7,NA,NA,NA
2021-07-11,5,NA,5,NA,NA,NA
2021-07-18,9,NA,9,NA,NA,NA
2021-07-25,4,NA,4,NA,NA,NA
2021-08-01,NA,1,1,NA,1,3
2021-08-08,NA,2,2,NA,2,4
2021-08-15,NA,3,3,NA,3,6
2021-08-22,NA,2,2,NA,2,5
2021-08-29,NA,3,3,NA,3,6
2021-09-05,NA,1,1,NA,1,3
2021-09-12,NA,1,1,NA,1,3
2021-09-19,NA,1,1,NA,1,4
2021-09-26,NA,3,3,NA,2,6
