"estimate","lower","upper","onset_date","n.reported"
10,10,10,2021-07-25,10
14,14,17,2021-08-01,14
14,14,17,2021-08-08,14
5,5,8,2021-08-15,5
11,11,14,2021-08-22,11
10,10,13,2021-08-29,10
4,4,7,2021-09-05,4
5,5,7,2021-09-12,5
7,7,10,2021-09-19,7
8,5,14,2021-09-26,5
