"estimate","lower","upper","onset_date","n.reported"
11,11,11,2021-07-25,11
14,14,15,2021-08-01,14
14,14,15,2021-08-08,14
5,5,6,2021-08-15,5
12,12,14,2021-08-22,12
12,12,14,2021-08-29,12
5,5,6,2021-09-05,5
6,6,7,2021-09-12,6
7,7,8,2021-09-19,7
10,6,15,2021-09-26,6
