"estimate","lower","upper","onset_date","n.reported"
37,37,37,2021-07-25,37
34,34,36,2021-08-01,34
24,24,25,2021-08-08,24
19,19,20,2021-08-15,19
15,15,16,2021-08-22,15
9,9,10,2021-08-29,9
16,16,19,2021-09-05,16
15,13,18,2021-09-12,13
19,13,28,2021-09-19,11
16,6,36,2021-09-26,NA
