"dt_evoluca","n.casos"
2020-04-19,2
2020-04-26,1
2020-05-03,1
2020-05-24,1
2020-06-14,2
2020-06-28,1
2020-07-05,1
2020-07-12,1
2020-07-19,2
2020-07-26,1
2020-08-02,7
2020-08-09,4
2020-08-16,2
2020-08-23,4
2020-08-30,5
2020-09-06,1
2020-09-13,2
2020-09-20,4
2020-09-27,1
2020-10-04,2
2020-10-11,1
2020-10-18,3
2020-11-01,1
2020-11-08,2
2020-11-22,1
2020-12-13,3
2020-12-20,3
2020-12-27,2
2021-01-03,4
2021-01-10,7
2021-01-17,6
2021-01-24,5
2021-01-31,3
2021-02-14,3
2021-02-21,1
2021-02-28,4
2021-03-14,6
2021-03-21,7
2021-03-28,10
2021-04-04,13
2021-04-11,14
2021-04-18,5
2021-04-25,9
2021-05-02,7
2021-05-09,4
2021-05-16,2
2021-05-23,6
2021-05-30,4
2021-06-06,6
2021-06-13,4
2021-06-20,7
2021-06-27,3
2021-07-04,3
2021-07-11,7
2021-07-18,2
2021-07-25,1
2021-08-01,4
2021-08-15,2
