"estimate","lower","upper","onset_date","n.reported"
4,4,4,2021-06-13,4
7,7,8,2021-06-20,7
3,3,5,2021-06-27,3
3,3,4,2021-07-04,3
6,6,8,2021-07-11,6
2,2,4,2021-07-18,2
1,1,3,2021-07-25,1
4,4,6,2021-08-01,4
0,0,3,2021-08-08,NA
3,2,7,2021-08-15,2
