"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-08-15,2
0,0,1,2021-08-22,NA
2,2,3,2021-08-29,2
3,3,5,2021-09-05,3
4,4,6,2021-09-12,4
0,0,1,2021-09-19,NA
0,0,1,2021-09-26,NA
1,1,2,2021-10-03,1
1,1,4,2021-10-10,1
1,0,5,2021-10-17,NA
