"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-08-15,2
0,0,1,2021-08-22,NA
2,2,3,2021-08-29,2
4,4,6,2021-09-05,4
4,4,6,2021-09-12,4
2,2,4,2021-09-19,2
0,0,2,2021-09-26,NA
1,1,3,2021-10-03,1
1,1,4,2021-10-10,1
2,1,7,2021-10-17,1
