"dt_notific","n.notific"
2020-05-03,1
2020-05-17,1
2020-06-07,1
2020-06-14,1
2020-07-05,1
2020-07-19,1
2020-08-09,2
2020-08-16,1
2020-08-23,2
2020-09-06,1
2020-10-11,1
2020-10-25,1
2020-11-01,1
2020-11-15,4
2020-11-22,9
2020-11-29,11
2020-12-06,10
2020-12-13,4
2020-12-20,4
2020-12-27,6
2021-01-03,4
2021-01-10,8
2021-01-24,2
2021-01-31,1
2021-02-07,3
2021-02-14,9
2021-02-21,8
2021-02-28,7
2021-03-07,12
2021-03-14,18
2021-03-21,11
2021-03-28,16
2021-04-04,15
2021-04-11,11
2021-04-18,11
2021-04-25,14
2021-05-02,11
2021-05-09,18
2021-05-16,13
2021-05-23,22
2021-05-30,37
2021-06-06,25
2021-06-13,25
2021-06-20,19
2021-06-27,19
2021-07-04,13
2021-07-11,6
2021-07-18,2
2021-07-25,1
2021-08-01,3
2021-08-08,3
