"dt_notific","n.notific"
2020-03-29,6
2020-04-05,3
2020-04-12,3
2020-04-19,1
2020-04-26,3
2020-05-03,4
2020-05-10,3
2020-05-17,3
2020-05-24,2
2020-06-07,7
2020-06-14,5
2020-06-21,1
2020-06-28,5
2020-07-05,3
2020-07-12,4
2020-07-19,1
2020-07-26,8
2020-08-02,4
2020-08-09,12
2020-08-16,6
2020-08-23,7
2020-08-30,2
2020-09-06,4
2020-09-13,6
2020-09-20,3
2020-09-27,4
2020-10-04,3
2020-10-11,8
2020-10-18,5
2020-10-25,6
2020-11-01,11
2020-11-08,3
2020-11-15,7
2020-11-22,18
2020-11-29,13
2020-12-06,11
2020-12-13,9
2020-12-20,6
2020-12-27,9
2021-01-03,11
2021-01-10,11
2021-01-17,5
2021-01-24,9
2021-01-31,4
2021-02-07,8
2021-02-14,16
2021-02-21,13
2021-02-28,12
2021-03-07,17
2021-03-14,26
2021-03-21,20
2021-03-28,25
2021-04-04,19
2021-04-11,20
2021-04-18,25
2021-04-25,27
2021-05-02,23
2021-05-09,29
2021-05-16,42
2021-05-23,51
2021-05-30,76
2021-06-06,52
2021-06-13,45
2021-06-20,32
2021-06-27,30
2021-07-04,23
2021-07-11,9
2021-07-18,20
2021-07-25,12
2021-08-01,11
2021-08-08,3
2021-08-15,8
2021-08-22,12
2021-08-29,6
2021-09-05,8
2021-09-12,2
