"dt_evoluca","n.casos"
2020-05-24,2
2020-07-12,1
2020-07-19,2
2020-08-02,1
2020-08-16,1
2020-08-23,1
2020-08-30,1
2020-09-06,1
2020-09-13,1
2020-11-01,2
2020-11-15,1
2020-11-22,7
2020-11-29,9
2020-12-06,12
2020-12-13,5
2020-12-20,6
2020-12-27,5
2021-01-03,5
2021-01-10,6
2021-01-17,2
2021-01-24,5
2021-01-31,1
2021-02-14,5
2021-02-21,9
2021-02-28,9
2021-03-07,7
2021-03-14,10
2021-03-21,16
2021-03-28,16
2021-04-04,14
2021-04-11,14
2021-04-18,7
2021-04-25,10
2021-05-02,15
2021-05-09,16
2021-05-16,17
2021-05-23,17
2021-05-30,21
2021-06-06,27
2021-06-13,27
2021-06-20,17
2021-06-27,23
2021-07-04,19
2021-07-11,13
2021-07-18,8
2021-07-25,6
2021-08-08,4
2021-08-15,3
2021-08-22,1
