"dt_evoluca","n.casos"
2020-03-29,1
2020-04-05,3
2020-04-19,1
2020-04-26,1
2020-05-10,1
2020-05-24,4
2020-06-07,2
2020-07-05,1
2020-07-12,3
2020-07-19,2
2020-07-26,1
2020-08-02,2
2020-08-16,2
2020-08-23,1
2020-08-30,1
2020-09-06,2
2020-09-13,2
2020-10-04,1
2020-10-11,1
2020-11-01,3
2020-11-15,1
2020-11-22,9
2020-11-29,11
2020-12-06,12
2020-12-13,6
2020-12-20,7
2020-12-27,8
2021-01-03,5
2021-01-10,7
2021-01-17,4
2021-01-24,6
2021-01-31,3
2021-02-14,5
2021-02-21,10
2021-02-28,11
2021-03-07,8
2021-03-14,11
2021-03-21,16
2021-03-28,18
2021-04-04,15
2021-04-11,15
2021-04-18,8
2021-04-25,10
2021-05-02,15
2021-05-09,17
2021-05-16,19
2021-05-23,19
2021-05-30,22
2021-06-06,28
2021-06-13,27
2021-06-20,17
2021-06-27,23
2021-07-04,20
2021-07-11,14
2021-07-18,8
2021-07-25,6
2021-08-01,1
2021-08-08,4
2021-08-15,3
2021-08-22,3
2021-08-29,1
