"estimate","lower","upper","onset_date","n.reported"
8,8,8,2021-08-15,8
9,9,10,2021-08-22,9
10,10,12,2021-08-29,10
7,7,8,2021-09-05,7
0,0,1,2021-09-12,NA
1,1,2,2021-09-19,1
1,1,2,2021-09-26,1
2,2,4,2021-10-03,2
2,2,4,2021-10-10,2
3,1,8,2021-10-17,1
