"dt_notific","n.notific"
2020-04-12,1
2020-05-03,3
2020-05-17,1
2020-06-07,1
2020-06-14,2
2020-06-21,1
2020-07-05,1
2020-07-12,1
2020-07-19,1
2020-07-26,1
2020-08-09,4
2020-08-16,4
2020-08-23,3
2020-09-06,1
2020-10-11,1
2020-10-18,1
2020-10-25,2
2020-11-01,1
2020-11-08,1
2020-11-15,4
2020-11-22,11
2020-11-29,11
2020-12-06,10
2020-12-13,5
2020-12-20,4
2020-12-27,6
2021-01-03,5
2021-01-10,7
2021-01-17,1
2021-01-24,3
2021-01-31,1
2021-02-07,6
2021-02-14,11
2021-02-21,10
2021-02-28,8
2021-03-07,14
2021-03-14,22
2021-03-21,16
2021-03-28,20
2021-04-04,17
2021-04-11,16
2021-04-18,21
2021-04-25,20
2021-05-02,19
2021-05-09,26
2021-05-16,37
2021-05-23,44
2021-05-30,74
2021-06-06,48
2021-06-13,44
2021-06-20,31
2021-06-27,25
2021-07-04,19
2021-07-11,8
2021-07-18,8
2021-07-25,5
2021-08-01,7
2021-08-08,2
2021-08-15,2
2021-08-22,2
2021-09-05,1
