"estimate","lower","upper","onset_date","n.reported"
17,17,17,2021-07-04,17
11,11,13,2021-07-11,11
15,15,19,2021-07-18,15
6,6,10,2021-07-25,6
8,7,12,2021-08-01,7
7,6,11,2021-08-08,6
9,8,14,2021-08-15,8
12,9,17,2021-08-22,9
13,9,19,2021-08-29,8
11,5,21,2021-09-05,2
