"estimate","lower","upper","onset_date","n.reported"
5,5,5,2021-07-11,5
4,4,6,2021-07-18,4
7,7,9,2021-07-25,7
9,9,11,2021-08-01,9
4,4,7,2021-08-08,4
3,3,6,2021-08-15,3
12,11,15,2021-08-22,11
2,1,6,2021-08-29,1
4,2,8,2021-09-05,2
5,1,12,2021-09-12,1
