"dt_evoluca","n.casos"
2020-04-26,1
2020-05-17,1
2020-05-31,1
2020-06-07,1
2020-06-14,1
2020-07-12,1
2020-07-19,9
2020-07-26,4
2020-08-02,10
2020-08-09,4
2020-08-23,2
2020-08-30,2
2020-09-06,3
2020-09-13,4
2020-10-04,1
2020-10-11,2
2020-10-18,1
2020-11-01,1
2020-11-08,3
2020-11-22,3
2020-11-29,2
2020-12-06,2
2020-12-13,1
2020-12-20,2
2020-12-27,3
2021-01-03,5
2021-01-10,1
2021-01-17,4
2021-01-24,1
2021-01-31,4
2021-02-07,2
2021-02-14,2
2021-02-21,6
2021-02-28,4
2021-03-07,6
2021-03-14,8
2021-03-21,3
2021-03-28,5
2021-04-04,4
2021-04-11,6
2021-04-18,7
2021-04-25,4
2021-05-02,13
2021-05-09,12
2021-05-16,11
2021-05-23,13
2021-05-30,22
2021-06-06,10
2021-06-13,17
2021-06-20,14
2021-06-27,9
2021-07-04,6
2021-07-11,5
2021-07-18,1
2021-07-25,4
2021-08-01,2
2021-08-08,1
2021-08-15,7
2021-08-22,3
2021-09-26,1
2021-10-10,1
