"estimate","lower","upper","onset_date","n.reported"
5,5,5,2021-07-25,5
10,10,12,2021-08-01,10
12,12,15,2021-08-08,12
2,2,3,2021-08-15,2
0,0,1,2021-08-22,NA
0,0,1,2021-08-29,NA
2,2,3,2021-09-05,2
1,1,3,2021-09-12,1
0,0,5,2021-09-19,NA
0,0,10,2021-09-26,NA
