"estimate","lower","upper","onset_date","n.reported"
10,10,10,2021-07-18,10
6,6,7,2021-07-25,6
11,11,13,2021-08-01,11
12,12,14,2021-08-08,12
2,2,3,2021-08-15,2
0,0,1,2021-08-22,NA
0,0,1,2021-08-29,NA
2,2,5,2021-09-05,2
3,1,12,2021-09-12,1
2,0,21,2021-09-19,NA
