"estimate","lower","upper","onset_date","n.reported"
14,14,14,2021-06-20,14
9,9,11,2021-06-27,9
6,6,8,2021-07-04,6
5,5,6,2021-07-11,5
1,1,2,2021-07-18,1
4,4,6,2021-07-25,4
2,2,4,2021-08-01,2
1,1,4,2021-08-08,1
9,7,14,2021-08-15,7
5,1,17,2021-08-22,1
