"estimate","lower","upper","onset_date","n.reported"
14,14,14,2021-07-04,14
7,7,9,2021-07-11,7
10,10,12,2021-07-18,10
5,5,7,2021-07-25,5
10,10,13,2021-08-01,10
12,12,15,2021-08-08,12
3,2,6,2021-08-15,2
2,0,7,2021-08-22,NA
2,0,11,2021-08-29,NA
3,0,14,2021-09-05,NA
