"estimate","lower","upper","onset_date","n.reported"
3,3,3,2021-07-25,3
0,0,1,2021-08-01,NA
5,5,6,2021-08-08,5
3,3,4,2021-08-15,3
0,0,1,2021-08-22,NA
1,1,2,2021-08-29,1
0,0,1,2021-09-05,NA
2,2,3,2021-09-12,2
1,1,2,2021-09-19,1
0,0,2,2021-09-26,NA
