"dt_sin_pri","n.casos"
2020-03-22,1
2020-04-05,1
2020-04-12,1
2020-04-19,1
2020-05-03,1
2020-05-17,2
2020-05-31,2
2020-06-14,5
2020-06-21,2
2020-06-28,7
2020-07-05,6
2020-07-12,9
2020-07-19,4
2020-07-26,11
2020-08-02,4
2020-08-09,7
2020-08-16,6
2020-08-23,13
2020-08-30,11
2020-09-06,7
2020-09-13,6
2020-09-20,8
2020-09-27,6
2020-10-04,7
2020-10-11,6
2020-10-18,6
2020-10-25,3
2020-11-01,5
2020-11-08,7
2020-11-15,3
2020-11-22,1
2020-11-29,2
2020-12-06,10
2020-12-13,3
2020-12-20,3
2020-12-27,6
2021-01-03,11
2021-01-10,14
2021-01-17,15
2021-01-24,14
2021-01-31,23
2021-02-07,33
2021-02-14,36
2021-02-21,44
2021-02-28,39
2021-03-07,28
2021-03-14,28
2021-03-21,18
2021-03-28,20
2021-04-04,13
2021-04-11,8
2021-04-18,17
2021-04-25,16
2021-05-02,7
2021-05-09,12
2021-05-16,15
2021-05-23,12
2021-05-30,20
2021-06-06,27
2021-06-13,14
2021-06-20,14
2021-06-27,7
2021-07-04,11
2021-07-11,13
2021-07-18,8
2021-07-25,6
2021-08-01,3
2021-08-08,5
2021-08-15,7
2021-08-22,3
2021-08-29,3
2021-09-05,3
2021-09-12,2
2021-09-26,2
