"estimate","lower","upper","onset_date","n.reported"
12,12,12,2021-07-04,12
14,14,16,2021-07-11,14
15,15,17,2021-07-18,15
10,10,11,2021-07-25,10
7,7,10,2021-08-01,7
7,6,10,2021-08-08,6
9,8,12,2021-08-15,8
3,2,6,2021-08-22,2
5,1,12,2021-08-29,1
7,2,17,2021-09-05,1
