"dt_notific","n.notific"
2020-01-12,1
2020-03-29,1
2020-04-05,1
2020-04-26,1
2020-05-17,1
2020-06-07,1
2020-06-21,1
2020-06-28,1
2020-07-05,2
2020-07-12,1
2020-07-19,1
2020-07-26,3
2020-08-09,2
2020-08-16,1
2020-08-23,2
2020-08-30,4
2020-09-06,3
2020-09-27,3
2020-10-04,2
2020-10-11,1
2020-10-25,1
2020-11-08,1
2020-11-15,1
2020-11-22,1
2020-12-06,1
2020-12-13,1
2021-01-10,3
2021-01-17,2
2021-01-24,4
2021-01-31,3
2021-02-07,8
2021-02-14,11
2021-02-21,12
2021-02-28,24
2021-03-07,15
2021-03-14,24
2021-03-21,23
2021-03-28,12
2021-04-04,9
2021-04-11,7
2021-04-18,3
2021-04-25,6
2021-05-02,3
2021-05-09,2
2021-05-16,2
2021-05-23,4
2021-05-30,2
2021-06-06,4
2021-06-13,7
2021-06-20,7
2021-06-27,9
2021-07-04,5
2021-07-11,5
2021-07-18,2
2021-07-25,1
2021-08-01,5
2021-08-08,2
2021-08-22,1
2021-08-29,1
2021-09-05,2
2021-09-12,1
