"estimate","lower","upper","onset_date","n.reported"
7,7,7,2021-06-27,7
11,11,12,2021-07-04,11
13,13,15,2021-07-11,13
8,8,11,2021-07-18,8
7,6,10,2021-07-25,6
4,3,8,2021-08-01,3
6,5,10,2021-08-08,5
9,7,13,2021-08-15,7
7,2,14,2021-08-22,1
7,1,16,2021-08-29,NA
