"estimate","lower","upper","onset_date","n.reported"
14,14,14,2021-07-11,14
6,6,7,2021-07-18,6
4,4,5,2021-07-25,4
8,8,9,2021-08-01,8
6,6,7,2021-08-08,6
2,2,3,2021-08-15,2
1,1,2,2021-08-22,1
1,1,1,2021-08-29,1
0,0,1,2021-09-05,NA
0,0,3,2021-09-12,NA
