"dt_notific","n.notific"
2020-03-15,1
2020-04-19,2
2020-04-26,2
2020-05-03,3
2020-05-10,3
2020-05-17,4
2020-05-24,3
2020-05-31,3
2020-06-07,1
2020-06-14,3
2020-06-21,2
2020-06-28,2
2020-07-05,4
2020-07-12,1
2020-07-19,5
2020-07-26,6
2020-08-02,3
2020-08-09,2
2020-08-16,3
2020-08-23,1
2020-08-30,4
2020-09-06,7
2020-09-13,1
2020-09-20,1
2020-09-27,2
2020-10-04,6
2020-10-11,5
2020-10-18,4
2020-10-25,2
2020-11-01,1
2020-11-08,1
2020-11-15,2
2020-11-22,1
2020-11-29,1
2020-12-06,3
2020-12-13,5
2020-12-20,3
2020-12-27,1
2021-01-03,3
2021-01-10,5
2021-01-17,6
2021-01-24,4
2021-01-31,5
2021-02-07,8
2021-02-14,6
2021-02-21,13
2021-02-28,12
2021-03-07,20
2021-03-14,17
2021-03-21,20
2021-03-28,18
2021-04-04,10
2021-04-11,2
2021-04-18,6
2021-04-25,8
2021-05-02,5
2021-05-09,4
2021-05-16,12
2021-05-23,6
2021-05-30,12
2021-06-06,17
2021-06-13,12
2021-06-20,8
2021-06-27,6
2021-07-04,11
2021-07-11,7
2021-07-18,9
2021-07-25,2
2021-08-01,4
2021-08-08,5
2021-08-15,2
2021-08-29,1
2021-09-05,1
2021-09-12,2
