"estimate","lower","upper","onset_date","n.reported"
31,31,31,2021-06-27,31
22,22,22,2021-07-04,22
12,12,13,2021-07-11,12
5,5,6,2021-07-18,5
9,9,10,2021-07-25,9
10,10,11,2021-08-01,10
3,3,4,2021-08-08,3
2,2,4,2021-08-15,2
1,0,6,2021-08-22,NA
2,0,10,2021-08-29,NA
