"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
36,43,1.64748410603983,0.50228420684318,0.822179931327107,0.922132021016246,1.28678713599988,1.59262562254025,1.95003030308148,2.54972680153756,2.77027755075423,2020-04-19
43,50,1.34726151808484,0.330967904854005,0.78287524710964,0.851201832515191,1.110833190133,1.32139977919914,1.55244081317822,1.93215456706111,2.06858813018182,2020-04-26
50,57,1.05780764863357,0.257089607381112,0.616841279617012,0.672871444985321,0.876025271763967,1.03607676314282,1.21794101288933,1.51590895074073,1.62130969249088,2020-05-03
57,64,1.05099558850112,0.254916754212841,0.614132608851701,0.670549789260384,0.870179417845998,1.03004728269429,1.20973167983383,1.50243601831236,1.61001561052962,2020-05-10
64,71,0.873346348730155,0.233579910431582,0.478321985799923,0.529230353798466,0.707225610856684,0.85269970888493,1.01717491675619,1.29146784249886,1.38489690686566,2020-05-17
71,78,0.832337872741424,0.279710569036969,0.378977317187594,0.433073255981334,0.630344164860056,0.799614887880906,1.00199637787624,1.34030836439443,1.46697874887499,2020-05-24
78,85,1.08860828041286,0.361640006786198,0.496216781750938,0.567663551149621,0.828491240034314,1.04892640089795,1.30733051840713,1.74364621969691,1.90159915832046,2020-05-31
85,92,1.72253942263639,0.434131597548975,0.97657213599068,1.07473958870689,1.41456576702642,1.68360377048939,1.9934317247267,2.49204852338826,2.66859532829471,2020-06-07
92,99,1.50602562466105,0.281342495569354,1.00976518164439,1.07794315815761,1.3088633493929,1.4858437054335,1.68375546517953,2.00163609903614,2.11290783864403,2020-06-14
99,106,1.22052051450785,0.190833534282262,0.875212901416414,0.92412467298642,1.08667574896267,1.21058216432635,1.34341089926698,1.54896951647457,1.61955895317698,2020-06-21
106,113,1.00280744559154,0.157169556299496,0.717145474748224,0.757600226388294,0.893168978594366,0.995044958295311,1.10409569162101,1.27438157912486,1.3315191924369,2020-06-28
113,120,0.991715480271591,0.164051073438042,0.696119834743608,0.738700846566997,0.877445707789143,0.982638304883062,1.09582312409371,1.27683482343132,1.33948860110404,2020-07-05
120,127,1.13380238452364,0.171576581407243,0.823967642550942,0.867743064367958,1.01381460523574,1.12580690846731,1.2447199483246,1.42804204690584,1.49544099223115,2020-07-12
127,134,1.14888069002131,0.158929588350167,0.857422343073587,0.901243749623148,1.03819196196751,1.14131655928379,1.25135438089972,1.42371349151511,1.48065203736155,2020-07-19
134,141,0.939241234051097,0.13367330096937,0.696620507533137,0.73168661760142,0.846094812141767,0.932465856598564,1.02487620308566,1.17103490376176,1.21975141795353,2020-07-26
141,148,0.992346520464763,0.148973157593857,0.722159793805911,0.761632141678211,0.888707592426386,0.984335832727082,1.0872753094917,1.24990483979273,1.30400774983177,2020-08-02
148,155,1.00945042470289,0.14661481598495,0.743274873569578,0.781471855165255,0.906458426148805,1.0024176697885,1.10483171118031,1.26230754873495,1.31784971985513,2020-08-09
