"estimate","lower","upper","onset_date","n.reported"
80,80,80,2021-08-01,80
86,86,89,2021-08-08,86
65,65,67,2021-08-15,65
74,74,76,2021-08-22,74
52,52,55,2021-08-29,52
44,44,47,2021-09-05,44
52,51,55,2021-09-12,51
48,45,53,2021-09-19,45
44,37,53,2021-09-26,31
50,34,71,2021-10-03,11
