"estimate","lower","upper","onset_date","n.reported"
117,117,117,2021-07-11,117
99,99,101,2021-07-18,99
74,74,76,2021-07-25,74
58,58,60,2021-08-01,58
52,52,54,2021-08-08,52
28,28,30,2021-08-15,28
22,21,24,2021-08-22,21
20,18,24,2021-08-29,18
16,10,24,2021-09-05,8
18,6,39,2021-09-12,1
