"estimate","lower","upper","onset_date","n.reported"
43,43,43,2021-08-01,43
34,34,36,2021-08-08,34
33,33,35,2021-08-15,33
30,30,32,2021-08-22,30
15,15,16,2021-08-29,15
17,17,18,2021-09-05,17
12,12,13,2021-09-12,12
11,11,12,2021-09-19,11
4,4,6,2021-09-26,4
4,2,9,2021-10-03,2
