"estimate","lower","upper","onset_date","n.reported"
26,26,26,2021-08-15,26
24,24,24,2021-08-22,24
11,11,12,2021-08-29,11
13,13,14,2021-09-05,13
9,9,10,2021-09-12,9
11,11,12,2021-09-19,11
3,3,4,2021-09-26,3
4,4,5,2021-10-03,4
1,1,2,2021-10-10,1
2,1,5,2021-10-17,1
