"estimate","lower","upper","onset_date","n.reported"
52,52,52,2021-08-08,52
28,28,29,2021-08-15,28
22,22,23,2021-08-22,22
22,22,23,2021-08-29,22
22,22,23,2021-09-05,22
20,20,21,2021-09-12,20
13,13,15,2021-09-19,13
12,11,16,2021-09-26,11
9,5,16,2021-10-03,4
12,4,27,2021-10-10,1
