"dt_notific","n.notific"
2020-08-02,1
2020-08-16,1
2020-08-23,1
2020-08-30,3
2020-09-20,4
2020-09-27,2
2020-10-04,2
2020-11-15,2
2020-12-13,4
2020-12-20,1
2020-12-27,2
2021-01-10,1
2021-01-24,1
2021-01-31,1
2021-02-07,2
2021-02-14,1
2021-02-21,2
2021-02-28,1
2021-03-21,1
2021-03-28,5
2021-04-04,2
2021-04-11,2
2021-04-18,1
2021-04-25,3
2021-05-02,1
2021-05-09,4
2021-05-16,4
2021-05-23,5
2021-05-30,9
2021-06-06,6
2021-06-13,7
2021-06-20,3
2021-06-27,7
2021-07-04,2
2021-07-11,2
2021-07-18,1
2021-08-22,2
