"dt_sin_pri","n.casos"
2020-07-26,1
2020-08-02,1
2020-08-09,1
2020-08-23,2
2020-08-30,1
2020-09-13,3
2020-09-20,4
2020-10-04,1
2020-11-01,1
2020-11-08,1
2020-11-29,1
2020-12-06,3
2020-12-13,1
2020-12-27,3
2021-01-17,1
2021-01-24,2
2021-02-07,1
2021-02-14,3
2021-02-21,1
2021-03-07,2
2021-03-14,2
2021-03-21,3
2021-03-28,3
2021-04-04,4
2021-04-11,1
2021-04-18,2
2021-04-25,3
2021-05-02,1
2021-05-09,8
2021-05-16,2
2021-05-23,8
2021-05-30,10
2021-06-06,2
2021-06-13,4
2021-06-20,6
2021-06-27,3
2021-07-11,1
2021-08-08,2
