"dt_notific","n.notific"
2020-03-29,3
2020-04-05,1
2020-04-12,2
2020-04-26,1
2020-05-03,3
2020-05-17,3
2020-05-24,1
2020-06-07,1
2020-07-12,1
2020-07-19,1
2020-07-26,1
2020-08-02,1
2020-08-16,2
2020-08-23,1
2020-08-30,4
2020-09-20,5
2020-09-27,2
2020-10-04,2
2020-10-11,1
2020-10-25,1
2020-11-01,1
2020-11-15,2
2020-12-13,5
2020-12-20,1
2020-12-27,2
2021-01-10,1
2021-01-17,1
2021-01-24,2
2021-01-31,3
2021-02-07,3
2021-02-14,2
2021-02-21,3
2021-02-28,3
2021-03-07,1
2021-03-21,1
2021-03-28,6
2021-04-04,2
2021-04-11,3
2021-04-18,1
2021-04-25,5
2021-05-02,3
2021-05-09,4
2021-05-16,4
2021-05-23,7
2021-05-30,10
2021-06-06,6
2021-06-13,11
2021-06-20,6
2021-06-27,9
2021-07-04,4
2021-07-11,2
2021-07-18,2
2021-07-25,2
2021-08-01,1
2021-08-15,1
2021-08-22,2
2021-08-29,2
2021-09-05,1
2021-09-26,1
