"estimate","lower","upper","onset_date","n.reported"
2,2,2,2021-06-06,2
4,4,7,2021-06-13,4
6,6,10,2021-06-20,6
1,1,3,2021-06-27,1
0,0,1,2021-07-04,NA
1,1,2,2021-07-11,1
0,0,1,2021-07-18,NA
0,0,2,2021-07-25,NA
0,0,3,2021-08-01,NA
0,0,6,2021-08-08,NA
