"t_start","t_end","Mean.R","Std.R","Quantile.0.025.R","Quantile.0.05.R","Quantile.0.25.R","Median.R","Quantile.0.75.R","Quantile.0.95.R","Quantile.0.975.R","data"
197,204,1.41908182509288,0.487597406626249,0.63464046423099,0.723100732699778,1.07113811930684,1.35922789897671,1.70794053984407,2.30660636688021,2.53915815413127,2020-10-11
204,211,0.655721628220047,0.293315625301739,0.210012864515581,0.257223638899072,0.443698966035847,0.611924185612578,0.823008896658582,1.19736360451348,1.34259520314666,2020-10-18
211,218,0.523171316016277,0.548870688979809,0.0130293584935984,0.0261919155889641,0.144202463467404,0.351301259809517,0.718283735676894,1.59815176682406,1.99661120226995,2020-10-25
225,232,4.97920020282282,4.97408928896606,0.129604593869574,0.257232568891791,1.44427744990669,3.45329882086827,6.9091849916041,14.9363055718588,18.2092581497815,2020-11-08
232,239,4.98832617979791,5.01887607998817,0.122872460973734,0.254373676715403,1.42977880860469,3.44354944132246,6.91841279921225,14.9410297585741,18.5976362344098,2020-11-15
239,246,5.02138700613358,5.02515648383258,0.131567364735841,0.262122938560577,1.44240147510182,3.47858761019059,6.97514016978845,15.0638676104878,18.5971956475158,2020-11-22
253,260,5.00514776094719,5.02866177352553,0.124509438601363,0.256394181633257,1.4538738078201,3.47967730090629,6.92061321625214,14.963719603572,18.5609490408907,2020-12-06
260,267,4.99150153936601,5.00548511796428,0.126328369159209,0.254963745480772,1.42379081307644,3.45684065205809,6.94457887949587,15.042006518736,18.332919590004,2020-12-13
267,274,11.0792348712967,6.28851788715379,2.66884078088763,3.37414438046095,6.52797425570998,9.81688314300752,14.2402836347557,23.1082533828477,26.7573731177319,2020-12-20
274,281,1.63356038164675,0.567390310784716,0.732918336961691,0.836394978792261,1.2265472466666,1.56127227786681,1.96338264350168,2.66785074977251,2.92642290004471,2020-12-27
281,288,1.10692432419915,0.368896551827694,0.506742294516626,0.576793297415967,0.841861567982067,1.0662807430516,1.32986509668308,1.77424684695235,1.93842589275951,2021-01-03
288,295,1.09989290758784,0.36426082468738,0.505666942799157,0.575784319488337,0.836929870569974,1.0603633924325,1.32096608089803,1.76008316527101,1.91825115231111,2021-01-10
295,302,1.09864560433645,0.364619379602086,0.502140776440323,0.572936223693811,0.835362428113425,1.06020537125539,1.31770662488897,1.759123665297,1.91976775983434,2021-01-17
302,309,1.09750235241151,0.367589638639247,0.499778499562122,0.571690902648098,0.832969780495256,1.05736238306409,1.31438415271921,1.7725685712788,1.93048596553435,2021-01-24
309,316,0.974086347610537,0.342888169536633,0.421184766874424,0.484027334540092,0.726206021330798,0.933227370603726,1.18045450309992,1.59635090401921,1.75169450586725,2021-01-31
316,323,1.36472475265261,0.433133482502275,0.654620700286863,0.7431098719536,1.05318407444851,1.31798290570706,1.62614043067529,2.15019514888313,2.33894775900699,2021-02-07
323,330,1.02950954977306,0.312404491432593,0.513288011509067,0.578000026844018,0.80497929930524,0.996739697871287,1.21943975074174,1.59397377878506,1.72474113853475,2021-02-14
330,337,1.02926322703937,0.344540663593962,0.467053601270125,0.536848990614487,0.779939205337042,0.990809997926969,1.23810210265129,1.65439738065525,1.79903972698727,2021-02-21
337,344,1.09699014062167,0.367499436154958,0.498119995897292,0.570731813062533,0.830567520068919,1.05641381165395,1.31949522620189,1.76070883903602,1.91633654898148,2021-02-28
344,351,1.4918630513876,0.415430508073444,0.787884649651167,0.879073907462406,1.19627315176227,1.45453138900726,1.74594139935826,2.2381904758856,2.40626985139114,2021-03-07
351,358,0.935972856227613,0.259458148759559,0.498641524800305,0.552897519053241,0.749696242658674,0.912741488244035,1.0969723233349,1.39973909488269,1.50981472013511,2021-03-14
358,365,1.23859238969155,0.345917852011008,0.658609104403201,0.729852297628029,0.988725624107463,1.20709620218845,1.45100244177789,1.85858015975984,2.00191937713938,2021-03-21
365,372,1.17669030637924,0.287147044074517,0.682250058056083,0.748355107377917,0.972939561490539,1.15325306985783,1.35461039098744,1.68847153997003,1.80633990958083,2021-03-28
372,379,1.05113235291283,0.256664261066593,0.612713123988097,0.668290881470362,0.866561780346373,1.03073284906649,1.21114592751786,1.50520381817625,1.61232593212151,2021-04-04
379,386,0.872782972011288,0.232745119547862,0.476373223888472,0.529842508078488,0.706404939913636,0.852217014585465,1.01612277318457,1.28615203392032,1.38774947378292,2021-04-11
386,393,1.1777838532433,0.316176782167684,0.643968837343813,0.7121806354154,0.952321683275383,1.14780533852329,1.37341135426302,1.74108232545473,1.87472936852933,2021-04-18
393,400,1.12390354213289,0.274356780441064,0.650898069677934,0.713778519991988,0.928763863204226,1.10164375661384,1.29460521344255,1.60948642837606,1.72347232391737,2021-04-25
400,407,0.764009348954147,0.230399059659411,0.385230839363097,0.430229238285682,0.598596546497019,0.740185245095938,0.903421725436774,1.17941402008874,1.27792074254022,2021-05-02
407,414,0.689878754090327,0.282491878626585,0.250938824775499,0.299852783778503,0.484040571339895,0.651027550796766,0.85327889998309,1.21481714425011,1.34185849551692,2021-05-09
414,421,1.34467402164762,0.710218601958303,0.351204777363248,0.441617500262469,0.827951968245312,1.2157409265326,1.71744635912774,2.70288958475215,3.06547666932595,2021-05-16
421,428,1.60463190214392,0.552043110604429,0.722071365940579,0.82583434288701,1.20586534821439,1.53877768186062,1.9288051287094,2.61735768913931,2.86588947137711,2021-05-23
428,435,1.63608111648303,0.42656031133816,0.913754199123252,1.00763687743104,1.32914694556869,1.5996898676538,1.89574575915098,2.39767307461586,2.57233711871765,2021-05-30
