"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-04-05,2,NA,2,NA,NA,NA
2020-04-19,1,NA,1,NA,NA,NA
2020-05-03,1,NA,1,NA,NA,NA
2020-05-24,1,NA,1,NA,NA,NA
2020-06-07,1,NA,1,NA,NA,NA
2020-06-28,1,NA,1,NA,NA,NA
2020-07-05,4,NA,4,NA,NA,NA
2020-07-19,1,NA,1,NA,NA,NA
2020-07-26,2,NA,2,NA,NA,NA
2020-08-02,4,NA,4,NA,NA,NA
2020-08-09,2,NA,2,NA,NA,NA
2020-08-23,6,NA,6,NA,NA,NA
2020-08-30,1,NA,1,NA,NA,NA
2020-09-06,1,NA,1,NA,NA,NA
2020-09-13,3,NA,3,NA,NA,NA
2020-09-20,2,NA,2,NA,NA,NA
2020-09-27,2,NA,2,NA,NA,NA
2020-10-04,5,NA,5,NA,NA,NA
2020-10-11,5,NA,5,NA,NA,NA
2020-10-18,2,NA,2,NA,NA,NA
2020-10-25,2,NA,2,NA,NA,NA
2020-11-08,2,NA,2,NA,NA,NA
2020-11-15,1,NA,1,NA,NA,NA
2020-11-22,2,NA,2,NA,NA,NA
2020-12-06,3,NA,3,NA,NA,NA
2020-12-13,1,NA,1,NA,NA,NA
2020-12-20,5,NA,5,NA,NA,NA
2020-12-27,5,NA,5,NA,NA,NA
2021-01-03,5,NA,5,NA,NA,NA
2021-01-10,5,NA,5,NA,NA,NA
2021-01-17,6,NA,6,NA,NA,NA
2021-01-24,7,NA,7,NA,NA,NA
2021-01-31,3,NA,3,NA,NA,NA
2021-02-07,12,NA,12,NA,NA,NA
2021-02-14,5,NA,5,NA,NA,NA
2021-02-21,8,NA,8,NA,NA,NA
2021-02-28,9,NA,9,NA,NA,NA
2021-03-07,12,NA,12,NA,NA,NA
2021-03-14,9,NA,9,NA,NA,NA
2021-03-21,12,NA,12,NA,NA,NA
2021-03-28,13,NA,13,NA,NA,NA
2021-04-04,15,NA,15,NA,NA,NA
2021-04-11,8,NA,8,NA,NA,NA
2021-04-18,16,NA,16,NA,NA,NA
2021-04-25,11,NA,11,NA,NA,NA
2021-05-02,8,NA,8,NA,NA,NA
2021-05-09,1,NA,1,NA,NA,NA
2021-05-16,5,NA,5,NA,NA,NA
2021-05-23,7,NA,7,NA,NA,NA
2021-05-30,18,NA,18,NA,NA,NA
2021-06-06,12,NA,12,NA,NA,NA
2021-06-13,8,NA,8,NA,NA,NA
2021-06-20,5,NA,5,NA,NA,NA
2021-06-27,2,NA,2,NA,NA,NA
2021-07-04,NA,7,7,NA,7,9
2021-07-11,NA,2,2,NA,2,4
2021-07-18,NA,3,3,NA,3,5
2021-07-25,NA,5,5,NA,5,7
2021-08-01,NA,3,3,NA,3,5
2021-08-08,NA,4,4,NA,4,6
2021-08-15,NA,1,1,NA,1,3
2021-08-22,NA,2,2,NA,1,5
2021-08-29,NA,3,3,NA,0,7
