"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-07-26,1,NA,1,NA,NA,NA
2020-08-16,1,NA,1,NA,NA,NA
2020-08-23,1,NA,1,NA,NA,NA
2020-08-30,2,NA,2,NA,NA,NA
2020-09-06,1,NA,1,NA,NA,NA
2020-09-13,2,NA,2,NA,NA,NA
2020-09-20,1,NA,1,NA,NA,NA
2020-09-27,1,NA,1,NA,NA,NA
2020-10-11,3,NA,3,NA,NA,NA
2020-10-18,1,NA,1,NA,NA,NA
2020-10-25,2,NA,2,NA,NA,NA
2020-11-01,1,NA,1,NA,NA,NA
2020-12-20,1,NA,1,NA,NA,NA
2021-01-03,1,NA,1,NA,NA,NA
2021-01-10,1,NA,1,NA,NA,NA
2021-01-17,5,NA,5,NA,NA,NA
2021-01-31,3,NA,3,NA,NA,NA
2021-02-07,2,NA,2,NA,NA,NA
2021-02-14,5,NA,5,NA,NA,NA
2021-02-21,1,NA,1,NA,NA,NA
2021-02-28,3,NA,3,NA,NA,NA
2021-03-07,1,NA,1,NA,NA,NA
2021-03-14,1,NA,1,NA,NA,NA
2021-03-21,1,NA,1,NA,NA,NA
2021-03-28,3,NA,3,NA,NA,NA
2021-04-04,3,NA,3,NA,NA,NA
2021-04-11,5,NA,5,NA,NA,NA
2021-04-18,8,NA,8,NA,NA,NA
2021-04-25,2,NA,2,NA,NA,NA
2021-05-02,4,NA,4,NA,NA,NA
2021-05-09,3,NA,3,NA,NA,NA
2021-05-16,3,NA,3,NA,NA,NA
2021-05-23,5,NA,5,NA,NA,NA
2021-06-06,3,NA,3,NA,NA,NA
2021-06-13,2,NA,2,NA,NA,NA
2021-06-20,1,NA,1,NA,NA,NA
2021-06-27,2,NA,2,NA,NA,NA
2021-07-04,NA,1,1,NA,1,1
2021-07-11,NA,2,2,NA,2,2
2021-07-18,NA,1,1,NA,1,2
2021-07-25,NA,3,3,NA,3,4
2021-08-01,NA,2,2,NA,2,3
2021-08-08,NA,2,2,NA,2,3
2021-08-15,NA,1,1,NA,1,2
2021-08-22,NA,2,2,NA,2,3
2021-08-29,NA,1,1,NA,1,3
