"estimate","lower","upper","onset_date","n.reported"
23,23,23,2021-07-18,23
21,21,22,2021-07-25,21
17,17,18,2021-08-01,17
25,25,26,2021-08-08,25
12,12,13,2021-08-15,12
9,9,11,2021-08-22,9
17,17,19,2021-08-29,17
7,6,9,2021-09-05,6
8,5,15,2021-09-12,4
9,1,20,2021-09-19,NA
