"estimate","lower","upper","onset_date","n.reported"
30,30,30,2021-07-11,30
23,23,24,2021-07-18,23
21,21,23,2021-07-25,21
17,17,19,2021-08-01,17
25,25,27,2021-08-08,25
12,12,14,2021-08-15,12
8,8,11,2021-08-22,8
17,16,21,2021-08-29,16
9,5,16,2021-09-05,4
11,3,25,2021-09-12,NA
