"estimate","lower","upper","onset_date","n.reported"
9,9,9,2021-07-25,9
3,3,3,2021-08-01,3
8,8,9,2021-08-08,8
4,4,5,2021-08-15,4
4,4,5,2021-08-22,4
7,7,8,2021-08-29,7
4,4,5,2021-09-05,4
4,4,5,2021-09-12,4
4,4,5,2021-09-19,4
4,2,7,2021-09-26,2
