"estimate","lower","upper","onset_date","n.reported"
14,14,14,2021-07-11,14
17,17,19,2021-07-18,17
11,11,13,2021-07-25,11
4,4,5,2021-08-01,4
9,9,10,2021-08-08,9
5,5,6,2021-08-15,5
7,7,8,2021-08-22,7
8,8,9,2021-08-29,8
7,7,8,2021-09-05,7
6,3,11,2021-09-12,3
